id,name,description,abstraction,type,labels
CWE-546,Suspicious Comment,"The code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses.",Variant,Weakness,CWE;Weakness
CWE-547,"Use of Hard-coded, Security-relevant Constants","The program uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change.",Variant,Weakness,CWE;Weakness
CWE-548,Exposure of Information Through Directory Listing,"A directory listing is inappropriately exposed, yielding potentially sensitive information to attackers.",Variant,Weakness,CWE;Weakness
CWE-549,Missing Password Field Masking,"The software does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords.",Base,Weakness,CWE;Weakness
CWE-55,Path Equivalence: '/./' (Single Dot Directory),A software system that accepts path input in the form of single dot directory exploit ('/./') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-550,Server-generated Error Message Containing Sensitive Information,"Certain conditions, such as network failure, will cause a server error message to be displayed.",Variant,Weakness,CWE;Weakness
CWE-551,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,"If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection.",Base,Weakness,CWE;Weakness
CWE-552,Files or Directories Accessible to External Parties,"The product makes files or directories accessible to unauthorized actors, even though they should not be.",Base,Weakness,CWE;Weakness
CWE-553,Command Shell in Externally Accessible Directory,A possible shell file exists in /cgi-bin/ or other accessible directories. This is extremely dangerous and can be used by an attacker to execute commands on the web server.,Variant,Weakness,CWE;Weakness
CWE-554,ASP.NET Misconfiguration: Not Using Input Validation Framework,The ASP.NET application does not use an input validation framework.,Variant,Weakness,CWE;Weakness
CWE-555,J2EE Misconfiguration: Plaintext Password in Configuration File,The J2EE application stores a plaintext password in a configuration file.,Variant,Weakness,CWE;Weakness
CWE-556,ASP.NET Misconfiguration: Use of Identity Impersonation,Configuring an ASP.NET application to run with impersonated credentials may give the application unnecessary privileges.,Variant,Weakness,CWE;Weakness
CWE-558,Use of getlogin() in Multithreaded Application,"The application uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values.",Variant,Weakness,CWE;Weakness
CWE-56,Path Equivalence: 'filedir*' (Wildcard),A software system that accepts path input in the form of asterisk wildcard ('filedir*') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-560,Use of umask() with chmod-style Argument,The product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().,Variant,Weakness,CWE;Weakness
CWE-561,Dead Code,"The software contains dead code, which can never be executed.",Base,Weakness,CWE;Weakness
CWE-562,Return of Stack Variable Address,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",Base,Weakness,CWE;Weakness
CWE-563,Assignment to Variable without Use,"The variable's value is assigned but never used, making it a dead store.",Variant,Weakness,CWE;Weakness
CWE-564,SQL Injection: Hibernate,Using Hibernate to execute a dynamic SQL statement built with user-controlled input can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.,Variant,Weakness,CWE;Weakness
CWE-565,Reliance on Cookies without Validation and Integrity Checking,"The application relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.",Base,Weakness,CWE;Weakness
CWE-566,Authorization Bypass Through User-Controlled SQL Primary Key,"The software uses a database table that includes records that should not be accessible to an actor, but it executes a SQL statement with a primary key that can be controlled by that actor.",Variant,Weakness,CWE;Weakness
CWE-567,Unsynchronized Access to Shared Data in a Multithreaded Context,"The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes.",Base,Weakness,CWE;Weakness
CWE-568,finalize() Method Without super.finalize(),The software contains a finalize() method that does not call super.finalize().,Variant,Weakness,CWE;Weakness
CWE-57,Path Equivalence: 'fakedir/../realdir/filename',"The software contains protection mechanisms to restrict access to 'realdir/filename', but it constructs pathnames using external input in the form of 'fakedir/../realdir/filename' that are not handled by those mechanisms. This allows attackers to perform unauthorized actions against the targeted file.",Variant,Weakness,CWE;Weakness
CWE-570,Expression is Always False,The software contains an expression that will always evaluate to false.,Base,Weakness,CWE;Weakness
CWE-571,Expression is Always True,The software contains an expression that will always evaluate to true.,Base,Weakness,CWE;Weakness
CWE-572,Call to Thread run() instead of start(),"The program calls a thread's run() method instead of calling start(), which causes the code to run in the thread of the caller instead of the callee.",Variant,Weakness,CWE;Weakness
CWE-573,Improper Following of Specification by Caller,"The software does not follow or incorrectly follows the specifications as required by the implementation language, environment, framework, protocol, or platform.",Class,Weakness,CWE;Weakness
